-0.0970253,-0.796636,2.95781,3.12461,1.80748
-0.434416,-0.706244,2.37011,2.86016,1.28688
-0.390864,-0.651688,2.59135,2.89607,1.40381
-0.42103,-0.754001,1.84159,2.85991,3.48415
0.00932802,-0.72921,1.81868,2.88247,2.55191
-0.129392,-0.705996,2.36248,3.01252,1.97438
-0.230236,-0.761805,1.97971,3.00214,1.98458
-0.506302,-0.753688,2.93208,2.88797,1.53725
-0.228011,-0.716885,2.587,3.05664,1.61607
-0.235553,-0.7162,2.5997,3.06136,1.69213
-0.180453,-0.778142,1.93773,3.09811,2.32789
-0.167729,-0.77912,1.93605,3.08233,2.16769
-0.0224389,-0.713104,2.36489,2.95919,2.13038
0.235031,-0.800859,2.39944,2.85455,1.38503
-0.271006,-0.721495,2.41328,3.09198,1.35634
-0.209118,-0.774635,1.98526,3.00363,1.92424
-0.37853,-0.740605,2.63213,2.85966,2.0813
-0.463194,-0.776457,2.18329,2.96577,1.74641
-0.480822,-0.782196,2.19026,2.83417,1.75418
-0.11971,-0.707237,2.27887,3.11021,1.53168
